"GeneName","DrugID"
"CA2","CUJI91"
"CA2","CD8SR3"
"CA2","D08LFZ"
"CA2","C47ART"
"CA2","CF0J6I"
"CA2","CH6IE3"
"CA2","COA9F8"
"CA2","C06MEW"
"CA2","CVL39I"
"CA2","C31VGI"
"CA2","D04VSP"
"CA2","CM8P2L"
"CA2","CEYG83"
"CA2","CAFR14"
"CA2","CPQN52"
"CA2","D06SME"
"CA2","C4GZ6A"
"CA2","CLDZ58"
"CA2","D05QUG"
"CA2","CRU53E"
"CA2","D0S7NH"
"CA2","CC8OY4"
"CA2","C1MBP4"
"CA2","COE8U0"
"CA2","C4TCL7"
"CA2","C0R8JN"
"CA2","CW93DL"
"CA2","C4U8QN"
"CA2","D0K0OZ"
"CA2","CO3Z5E"
"CA2","C9JMG4"
"CA2","CAB04R"
"CA2","CD94UC"
"CA2","C9QAS6"
"CA2","C5GMZ4"
"CA2","C4E8SG"
"CA2","CN3RQ8"
"CA2","C69YAR"
"CA2","CHO96B"
"CA2","COE82D"
"CA2","CU5NJ9"
"CA2","CYUE74"
"CA2","C65ZVF"
"CA2","C6FE1K"
"CA2","CW3N9Z"
"CA2","C9K3VU"
"CA2","C21JNS"
"CA2","CWL5R2"
"CA2","C9GIX7"
"CA2","CH47PL"
"CA2","C0ZAW1"
"CA2","C19DJA"
"CA2","CYGT30"
"CA2","C2SYC9"
"CA2","C42JTI"
"CA2","C9K2TL"
"CA2","CJRE74"
"CA2","CE50QI"
"CA2","C2XWG7"
"CA2","C59QWT"
"CA2","C9AP8I"
"CA2","CLBU37"
"CA2","C9PXS4"
"CA2","CC3G1N"
"CA2","CEJ2L7"
"CA2","CVQ6B2"
"CA2","C72BLG"
"CA2","C2Z4FP"
"CA2","CXO38A"
"CA2","CA5C0S"
"CA2","C1Y2JB"
"CA2","C39ZMI"
"CA2","CF4RQ9"
"CA2","C7QP5E"
"CA2","CV79DU"
"CA2","C7FA3C"
"CA2","C8DY3Z"
"CA2","CBN52G"
"CA2","C7L0EZ"
"CA2","C4IRK8"
"CA2","CP61GE"
"CA2","CQRM32"
"CA2","C4EB0J"
"CA2","CD3GB7"
"CA2","C9K6XP"
"CA2","D0V0UK"
"CA2","CJNP46"
"CA2","C3WA6I"
"CA2","C5Q8PD"
"CA2","CIDO62"
"CA2","CWB19K"
"CA2","C08EZC"
"CA2","C7JD0F"
"CA2","C9AVI2"
"CA2","CD48YU"
"CA2","CB89AL"
"CA2","CCYE61"
"CA2","C6RM4H"
"CA2","CQSV13"
"CA2","C41MLN"
"CA2","CS3LD8"
"CA2","CO6C3T"
"CA2","CB6M3O"
"CA2","CSN79Y"
"CA2","CNC1D8"
"CA2","C27ALW"
"CA2","CR9F8U"
"CA2","C7WU0A"
"CA2","CU3Y7S"
"CA2","D06DYP"
"CA2","CXD91O"
"CA2","C5MLA7"
"CA2","CF19RI"
"CA2","C4FN0Q"
"CA2","C6B8WR"
"CA2","C5Q0HP"
"CA2","CNFY48"
"CA2","C6LEA3"
"CA2","D06OVA"
"CA2","C1H7KL"
"CA2","D0S8RD"
"CA2","C2CAM1"
"CA2","CP92AH"
"CA2","CE5N1J"
"CA2","CAC75Q"
"CA2","C1K8SN"
"CA2","CLMZ93"
"CA2","C7P6GM"
"CA2","D0W1SL"
"CA2","CKYC42"
"CA2","C3F9WR"
"CA2","CC0F9X"
"CA2","CQ3D9C"
"CA2","C8T4WM"
"CA2","CEY2A4"
"CA2","C6GO4Q"
"CA2","C7TJF2"
"CA2","CCY4G5"
"CA2","CV0LU6"
"CA2","CT8E7N"
"CA2","C1M7DN"
"CA2","C85HLG"
"CA2","CZSC36"
"CA2","CQ0UX9"
"CA2","CP49HE"
"CA2","D0W2XO"
"CA2","CHE97G"
"CA2","CXYO59"
"CA2","C3NIE1"
"CA2","C7V9ZF"
"CA2","CVC7K9"
"CA2","D0G0OP"
"CA2","C9LT7Y"
"CA2","CGBQ10"
"CA2","CS5ZR3"
"CA2","C5BA0P"
"CA2","C7SO0T"
"CA2","CCF8T2"
"CA2","CA6YD0"
"CA2","C5UZM3"
"CA2","CANH39"
"CA2","C8UAD6"
"CA2","CJ21OD"
"CA2","C48CZD"
"CA2","CYG1H9"
"CA2","C1HML4"
"CA2","CCL7V8"
"CA2","CI34UE"
"CA2","CWD7G1"
"CA2","C31CQW"
"CA2","CH52DA"
"CA2","D0J7RK"
"CA2","C6X5NI"
"CA2","C9AP8F"
"CA2","C3D6AL"
"CA2","D02DCD"
"CA2","C74RDJ"
"CA2","C3PO6V"
"CA2","CO18AP"
"CA2","CUM2B8"
"CA2","CO7K8V"
"CA2","CQ9ZG2"
"CA2","C7IU8K"
"CA2","CDSM29"
"CA2","CUS64J"
"CA2","C3HOK8"
"CA2","CX7EW1"
"CA2","C7Q4IN"
"CA2","CZPA17"
"CA2","CVD0H3"
"CA2","CWU2R0"
"CA2","C03TAW"
"CA2","C0XZK4"
"CA2","C1QZV7"
"CA2","CR8HX4"
"CA2","CVI38F"
"CA2","CFU6X9"
"CA2","CT1NB8"
"CA2","CYS9A2"
"CA2","C6DKW1"
"CA2","C8NH6B"
"CA2","C7T1ZF"
"CA2","CV12YX"
"CA2","CGU5O0"
"CA2","C7YW9E"
"CA2","CM9K3D"
"CA2","CWXE69"
"CA2","CQ0HY2"
"CA2","C9LWV6"
"CA2","CCO80M"
"CA2","C7X4SM"
"CA2","C8LE1Z"
"CA2","CO8WC5"
"CA2","CG4HL1"
"CA2","CO2U7W"
"CA2","CJ4M2A"
"CA2","CJA07G"
"CA2","CSFE58"
"CA2","CG10IV"
"CA2","C2XPG5"
"CA2","CIX89D"
"CA2","CJF9O7"
"CA2","C6PXT8"
"CA2","C91OEI"
"CA2","CFMK94"
"CA2","CHA42C"
"CA2","C4M7PV"
"CA2","CT5PH1"
"CA2","C2VAD8"
"CA2","C7Z6FC"
"CA2","C6MH2V"
"CA2","C1OE7R"
"CA2","D0A1CM"
"CA2","CM7AJ8"
"CA2","C8E0SN"
"CA2","C5YJK2"
"CA2","CWB10K"
"CA2","C1H9FB"
"CA2","CH7R2B"
"CA2","CM9QJ3"
"CA2","C5RX6H"
"CA2","CBL9U1"
"CA2","CV6Y7U"
"CA2","CU1TV5"
"CA2","COLK69"
"CA2","C8M1KI"
"CA2","CKQA52"
"CA2","C7R5FO"
"CA2","C8VXD9"
"CA2","CNS87E"
"CA2","CSC7B8"
"CA2","CS7K8C"
"CA2","C7H1FT"
"CA2","CF5O9P"
"CA2","C97MSK"
"CA2","CD4V5G"
"CA2","CZ4DF9"
"CA2","D0DY9U"
"CA2","C95AKP"
"CA2","D0NH9P"
"CA2","CDK2W5"
"CA2","D03APP"
"CA2","D00STL"
"CA2","D08XQI"
"CA2","D0H8FH"
"CA2","D0NS0E"
"CA2","C2ILH1"
"CA2","C6UH9Q"
"CA2","CWF7Z0"
"CA2","CXZ14S"
"CA2","C5PN0D"
"CA2","C1JRL7"
"CA2","CJ82NF"
"CA2","CNEJ87"
"CA2","CUWK18"
"CA2","CSZ7Q0"
"CA2","CD8U1O"
"CA2","C9J1WT"
"CA2","CFXW14"
"CA2","CI2LS6"
"CA2","COX6D8"
"CA2","C0CVO4"
"CA2","CCTN57"
"CA2","C7SIY6"
"CA2","C7PEQ0"
"CA2","CU48XE"
"CA2","C4OR5F"
"CA2","CL54HN"
"CA2","CQJ61A"
"CA2","CH7LV5"
"CA2","COL03N"
"CA2","C8X9UZ"
"CA2","CZM6N5"
"CA2","CLT61J"
"CA2","D01FOK"
"CA2","CVID65"
"CA2","CK7MD1"
"CA2","C23CNV"
"CA2","CCK5Y6"
"CA2","CY82EF"
"CA2","CQ64RX"
"CA2","CT3CM0"
"CA2","CIZ2H8"
"CA2","CD9I8V"
"CA2","CBN39F"
"CA2","CSU78V"
"CA2","COBU26"
"CA2","C64BUR"
"CA2","CK3Q0O"
"CA2","C5MXJ4"
"CA2","C2OYQ1"
"CA2","CTE08N"
"CA2","CZ8S0A"
"CA2","CY8LR9"
"CA2","CED61Q"
"CA2","CFC3M6"
"CA2","C2G5AL"
"CA2","C4Z8MX"
"CA2","CH07TV"
"CA2","CQ7TI1"
"CA2","C9C5HV"
"CA2","C0MDR2"
"CA2","C96DKW"
"CA2","C5MZ3O"
"CA2","CACY16"
"CA2","CDB3X7"
"CA2","CC5EB7"
"CA2","C76RBA"
"CA2","CC82QE"
"CA2","CBPO81"
"CA2","CS4I5T"
"CA2","C8I9FB"
"CA2","CLYZ50"
"CA2","D02ZTJ"
"CA2","CMZ76O"
"CA2","CB08MU"
"CA2","CTKI39"
"CA2","CYST27"
"CA2","CPD68G"
"CA2","CQR74O"
"CA2","CQ0K5P"
"CA2","C2UN6J"
"CA2","CBPO08"
"CA2","CXD68U"
"CA2","C8CJ3W"
"CA2","C1LFA9"
"CA2","D0LM8L"
"CA2","CGC8Y0"
"CA2","CCAX25"
"CA2","C9N2ZH"
"CA2","CA6VB3"
"CA2","CP7YR5"
"CA2","CB6W4D"
"CA2","C8TWF0"
"CA2","CIP25Q"
"CA2","CJLM26"
"CA2","C0CUV2"
"CA2","C0B4HZ"
"CA2","C1LDV0"
"CA2","CWP7Q1"
"CA2","CPB0A5"
"CA2","CF0PC4"
"CA2","CIE7L0"
"CA2","COI25U"
"CA2","CIP6Q8"
"CA2","CO18PL"
"CA2","D05EBZ"
"CA2","CAD3V2"
"CA2","C65SHT"
"CA2","CZ9F7P"
"CA2","CNHO79"
"CA2","C31FCL"
"CA2","C7XAZ3"
"CA2","C3FMY4"
"CA2","D0U7GL"
"CA2","CD4JQ1"
"CA2","CH7BF3"
"CA2","CFU62Y"
"CA2","CHDA78"
"CA2","C3UYV0"
"CA2","C4IDC5"
"CA2","C4JSW5"
"CA2","CAW47S"
"CA2","CF2WL9"
"CA2","CFUC92"
"CA2","C6I1XE"
"CA2","C6S7RY"
"CA2","CO6FJ4"
"CA2","D06WZG"
"CA2","CI34JB"
"CA2","CJR5F2"
"CA2","CDK20Z"
"CA2","CRI51E"
"CA2","C2KE5D"
"CA2","CM6SA4"
"CAD","C5M7RV"
"CAD","C1DX5A"
"CAD","C8FEI2"
"CAD","D0L6CN"
"CAPN2","CSWU72"
"CAPN2","C5SN8Q"
"CAPN2","C7L2RA"
"CAPN2","CF8ZU0"
"CAPN2","C1WM7R"
"CAPN2","C0OSC3"
"CAPN2","C7DRX0"
"CAPN2","D0NJ1A"
"CAPN2","C78DRG"
"CAPN2","C6MV2C"
"CAPN2","C6B2ZU"
"CAPN2","C8W9ER"
"CAPN2","CB1HC7"
"CAPN2","CTD5O8"
"CAPN2","D00JPH"
"CAPN2","CM3R5T"
"CAPN2","C15XLB"
"CAPN2","C0WIP1"
"CAPN2","CI9UB0"
"CAPN2","CU74GM"
"CAPN2","CVKL43"
"CAPN2","C6T3DA"
"CAPN2","CF5W3H"
"CAPN2","CY6CK7"
"CAPN2","CPA90D"
"CAPN2","CVR40J"
"CAPN2","D03GAN"
"CAPN2","CT6PW7"
"CAPN2","CN15EA"
"CAPN2","CX3RZ0"
"CAPN2","CN8PB5"
"CAPN2","CJD86W"
"CAPN2","CV6U5Q"
"CAPN2","CHV5W6"
"CAPN2","CT4FH7"
"CAPN2","D06VTU"
"CAPN2","D0T4FT"
"CAPN2","D0L2AO"
"CAPN2","D0X9DL"
"CAPN2","CUY2N7"
"CAPN2","C2GXK0"
"CAPN2","D00QHT"
"CAPN2","CB53OZ"
"CAPN2","D0HZ1Z"
"CAPN2","CE5V7Y"
"CAPN2","D07ZYE"
"CAPN2","CDHX90"
"CAPN2","C4ZH1J"
"CAPN2","CTA8U5"
"CAPN2","D0N6QM"
"CAPN2","C5OT0F"
"CAPN2","D0QQ1J"
"CAPN2","D0FG4C"
"CAPN2","CP5NY3"
"CAPN2","C1V8RS"
"CAPN2","CZ3MO5"
"CAPN2","C9NI1O"
"CAPN2","CYA5V6"
"CAPN2","C52LCE"
"CAPN2","CMTJ91"
"CAPN2","D08CGI"
"CAPN2","CMX96T"
"CAPN2","CN18SE"
"CAPN2","C50JMZ"
"CAPN2","D0H0LO"
"CAPN2","C9T3JY"
"CAPN2","CZ89JO"
"CAPN2","C5FY9H"
"CAPN2","C1QG3Z"
"CAPN2","C6E9HW"
"CAPN2","D06JCF"
"CAPN2","C6X9JO"
"CAPN2","C3V5XU"
"CAPN2","CKH5Y4"
"CAPN2","CX7FP8"
"CAPN2","C2NRA7"
"CAPN2","CH3BQ1"
"CAPN2","C6BQS9"
"CAPN2","CJK58F"
"CAPN2","CV6U1K"
"CAPN2","C57SFJ"
"CAPN2","CT21FG"
"CAPN2","CT43EV"
"CAPN2","C53QGD"
"CAPN2","CNM2U3"
"CAPN2","C9PY1J"
"CAPN2","D0CO2G"
"CAPN2","CMP1Z0"
"CAPN2","D08TCW"
"CAPN2","C1E8PY"
"CAPN2","C8O3LK"
"CAPN2","CX3OJ2"
"CAPN2","CEJ3D8"
"CAPN2","C47KQO"
"CAPN2","CN0F8E"
"CAPN2","CE7YB4"
"CAPN2","CN4XE3"
"CAPN2","D0U2JU"
"CAPN2","CB7I6Q"
"CAPN2","D0G0HK"
"CAPN2","C8ITL0"
"CAPN2","CN6B8M"
"CAPN2","C02RUT"
"CAPN2","C8YPO1"
"CAPN2","CHK83B"
"CAPN2","C5FXE6"
"CAPN2","CB7P0H"
"CAPN2","C4G1DX"
"CAPN2","CGQ18K"
"CAPN2","CLX4Q5"
"CAPN2","C5UQT7"
"CAPN2","CVHL49"
"CAPN2","C0T4MF"
"CAPN2","C0T5HM"
"CAPN2","CYAC30"
"CAPN2","CZ2YG8"
"CAPN2","CQ9BT7"
"CAPN2","C1R7HO"
"CAPN2","D06LLT"
"CAPN2","C49MCW"
"CAPN2","CP3VT2"
"CAPN2","CH80QO"
"CAPN2","D05LZV"
"CAPN2","CC2LB9"
"CAPN2","CJ0Y3M"
"CAPN2","CA1Z2M"
"CAPN2","C3NXM9"
"CAPN2","CS5DX4"
"CAPN2","CK35CO"
"CAPN2","CW2Z7I"
"CAPN2","D0W9ZV"
"CAPN2","C5H9VR"
"CAPN2","C6J1WX"
"CAPN2","D09CGG"
"CAPN2","D03ZOR"
"CAPN2","CD72KH"
"CAPN2","CJB3L1"
"CAPN2","CGN37W"
"CAPN2","C17NVX"
"CAPN2","D0C4YX"
"CAPN2","C1IPZ6"
"CAPN2","CXM6Z0"
"CAPN2","CQ42NT"
"CAPN2","C2Y6TO"
"CAPN2","C6YW0C"
"CAPN2","COAM65"
"CAPN2","C3YF4P"
"CAPN2","C91OHB"
"CAPN2","CFZ36E"
"CAPN2","CJ7O6G"
"CAPN2","CD1KB5"
"CAPN2","D01HUQ"
"CAPN2","CU4DC6"
"CAPN2","CCEU50"
"CAPN2","D0IO8Y"
"CAPN2","D0S9XO"
"CAPN2","CI89XA"
"CAPN2","D0KA3L"
"CAPN2","CF3A0M"
"CAPN2","C0XE7T"
"CAPN2","CK4X9E"
"CAPN2","C3OI2T"
"CAPN2","CYNF54"
"CAPN2","CN5GQ3"
"CAPN2","D0G5ZE"
"CAPN2","CAEG80"
"CAPN2","CYIN64"
"CAPN2","D03UYO"
"CAPN2","C8SFT5"
"CAPN2","CWV2C8"
"CAPN2","C3VCM6"
"CAPN2","CFR7P1"
"CAPN2","C52GAL"
"CAPN2","CT3Q8G"
"CAPN2","CUFZ01"
"CAPN2","CUA19Y"
"CAPN2","D03NLQ"
"CAPN2","CX9LJ0"
"CAPN2","D0L3RN"
"CAPN2","CZ3XP9"
"CAPN2","CN9W5C"
"CAPN2","C15TFI"
"CAPN2","CUE8J0"
"CAPN2","D0WS4U"
"CAPN2","CB98KA"
"CAPN2","C5SX7Z"
"CAPN2","CZN61Q"
"CAPN2","D0XC2D"
"CAPN2","D0NJ1A"
"CAPN2","CPNJ80"
"CAPN2","CDO07M"
"CAPN2","C1HR8U"
"CAPN2","CUM39I"
"CAPN2","CS9VG4"
"CAPN2","CV97ZN"
"CAPN2","C5XVK9"
"CAPN2","C7LH3U"
"CAPN2","D0OI2F"
"CAPN2","CNO65Y"
"CAPN2","CG6Q3F"
"CARM1","CF4ZI2"
"CARM1","CHI9F3"
"CARM1","CDPN65"
"CARM1","CW4CD0"
"CARM1","C70ZYQ"
"CARM1","CC50SM"
"CARM1","CJ4Q8Z"
"CARM1","C7U9IT"
"CARM1","CIOL82"
"CARM1","CCLQ46"
"CARM1","CKAI31"
"CARM1","CEA04X"
"CARM1","CN0F5E"
"CARM1","CQ60CT"
"CARM1","CVN57A"
"CARM1","CW56PR"
"CARM1","C0WB8T"
"CARM1","CJ8H7W"
"CARM1","C92YUQ"
"CARM1","C79QNS"
"CARM1","C0YR1M"
"CARM1","CV25JZ"
"CARM1","CVJ62X"
"CARM1","CYMG91"
"CARM1","C70HAX"
"CARM1","CR5D4S"
"CARM1","CU06YI"
"CARM1","C16DLH"
"CARM1","CQI27O"
"CARM1","CC2O7Y"
"CARM1","CWF94O"
"CARM1","CJ6L4K"
"CARM1","CPS2T8"
"CARM1","CWU8N7"
"CARM1","CF57RU"
"CARM1","CT5I6V"
"CARM1","C08EQC"
"CARM1","CI2O0T"
"CARM1","CX95VH"
"CARM1","CB9FM8"
"CARM1","CTM72I"
"CARM1","C8AIP0"
"CARM1","D0BU8W"
"CARM1","C5BUY9"
"CARM1","C72GHW"
"CARM1","CAFU69"
"CARM1","C98OJN"
"CARM1","C9KMX6"
"CARM1","C0C4AO"
"CARM1","CRI9T6"
"CARM1","CL24UR"
"CARM1","CZ1F4S"
"CARM1","C6CY0R"
"CARM1","CZL47S"
"CARM1","CV95CT"
"CARM1","CIV51H"
"CARM1","CM4C9U"
"CARM1","C6Y8BM"
"CARM1","C4JEC2"
"CARM1","C2LRU6"
"CARM1","C0Y9FH"
"CARM1","C7C8HI"
"CARM1","CRY2Z5"
"CARM1","CJQ86Y"
"CARM1","CUP4Q6"
"CARM1","CXM26R"
"CARM1","D09CLP"
"CARM1","CER5F1"
"CARM1","CKUV39"
"CARM1","C51RHP"
"CARM1","CV6LA5"
"CARM1","CNLE45"
"CARM1","CS6Q7R"
"CARM1","CDXJ59"
"CARM1","C7ZQW8"
"CARM1","CPXC10"
"CARM1","C4QAH6"
"CARM1","C18PTZ"
"CARM1","C6NE3R"
"CARM1","CI0NP8"
"CARM1","C4LK1X"
"CARM1","CJG7H1"
"CARM1","C9Z6GL"
"CARM1","C89ATQ"
"CARM1","CMQ5N2"
"CARM1","C8G4OE"
"CARM1","C7F4DG"
"CARM1","CABH45"
"CARM1","CX4YR8"
"CARM1","CJ6E7G"
"CARM1","C5N3CJ"
"CARM1","CSY51N"
"CARM1","CFVI01"
"CARM1","C04YVX"
"CARM1","CO03YQ"
"CARM1","C8TOU9"
"CARM1","CIY91H"
"CARM1","D02TVQ"
"CARM1","CWHP79"
"CARM1","CG8PM2"
"CARM1","C3P2UH"
"CARM1","C67JQV"
"CARM1","CY2W3F"
"CARM1","C3Q7YP"
"CARM1","C8QFS7"
"CARM1","CYJ42A"
"CARM1","D0A1CM"
"CARM1","C8JTS3"
"CARM1","CA9GE3"
"CARM1","C81NJP"
"CARM1","CTHM63"
"CARM1","CYZ4G1"
"CARM1","CPU86Z"
"CARM1","CRT8Q3"
"CARM1","CJQH26"
"CARM1","D0Q3FY"
"CARM1","CH5J9U"
"CARM1","C8LKQ6"
"CARM1","CRSC45"
"CARM1","C73LWN"
"CARM1","CI1AE0"
"CARM1","CYO70M"
"CARM1","CLP03M"
"CARM1","C5GCR8"
"CARM1","C1O5PE"
"CARM1","CCO6Z7"
"CARM1","C8L6ZH"
"CARM1","C54FUD"
"CARM1","C5QE6A"
"CARM1","CTCM91"
"CARM1","CHPG47"
"CARM1","CF3GA7"
"CARM1","C9KJ2Q"
"CARM1","CXD72H"
"CARM1","C2GC5B"
"CARM1","C38BUI"
"CARM1","CH9K1U"
"CARM1","C3PMG9"
"CARM1","CMHQ35"
"CARM1","CQEF34"
"CARM1","C9WB3L"
"CARM1","CD4OH6"
"CARM1","C93QGH"
"CARM1","CEAV71"
"CARM1","C4V6OX"
"CARM1","C5P2BM"
"CARM1","C8FZG6"
"CARM1","CZE1J7"
"CARM1","C5N0PM"
"CARM1","CKNF47"
"CARM1","CO6L5Z"
"CARM1","C7VQ5F"
"CARM1","CE58DF"
"CARM1","C04KFR"
"CARM1","C78OZR"
"CARM1","C0PIN9"
"CARM1","CJ8ZI6"
"CARM1","CP94YL"
"CARM1","C8UX3L"
"CARM1","C6KV9H"
"CARM1","CPL71I"
"CARM1","CQ9A0Z"
"CARM1","C0C6YK"
"CARM1","C47PWI"
"CARM1","CNK84Q"
"CARM1","CJ4IC6"
"CARM1","CP59XG"
"CARM1","CWG18C"
"CARM1","CNR16Q"
"CARM1","CEG3P9"
"CARM1","C8GZB2"
"CARM1","C0RY3I"
"CARM1","C8KEM3"
"CARM1","CJ2CX8"
"CARM1","CJZ41I"
"CARM1","CUA83Y"
"CARM1","C2OR9A"
"CARM1","CHB87K"
"CARM1","C5U6TX"
"CARM1","C51ILK"
"CARM1","C3FUP7"
"CARM1","CKGL61"
"CARM1","C4AFS3"
"CARM1","CD6V9F"
"CARM1","CEKH37"
"CARM1","C13UJH"
"CARM1","C1RIT4"
"CARM1","C0O3TQ"
"CARM1","C67DQZ"
"CARM1","CZRU49"
"CARM1","CQA74O"
"CARM1","C3W8IS"
"CARM1","CNU74O"
"CARM1","CBJ1S8"
"CARM1","CX7V5M"
"CARM1","C63DVR"
"CARM1","CA7K9P"
"CARM1","C1PMC9"
"CARM1","CM53OA"
"CARM1","COBL07"
"CARM1","CJTR68"
"CARM1","CPS6D3"
"CARM1","C13YKS"
"CARM1","C7RJD3"
"CARM1","CEI8R4"
"CARM1","CQ27KW"
"CARM1","CK7BA8"
"CARM1","CY8O0Q"
"CARM1","CJBY70"
"CARM1","C0M7WQ"
"CARM1","CN7V5L"
"CARM1","C8LZ6X"
"CARM1","CQO7X6"
"CARM1","CU04SF"
"CARM1","CN01BZ"
"CARM1","C1ZR6H"
"CARM1","C4UT5G"
"CARM1","C12DMU"
"CARM1","CYM2T4"
"CARM1","C8KC6O"
"CARM1","CBU23P"
"CARM1","CD36FG"
"CARM1","C02ORV"
"CASP3","CDT9G3"
"CASP3","CGY3W2"
"CASP3","C4F8DC"
"CASP3","C2OW3J"
"CASP3","C1GKZ4"
"CASP3","CJ8B0M"
"CASP3","CILG21"
"CASP3","CX67SZ"
"CASP3","CBU4P3"
"CASP3","C9XVN2"
"CASP3","CH6N1M"
"CASP3","CV23MO"
"CASP3","C2MOF9"
"CASP3","C4PZ2Q"
"CASP3","CP2QC1"
"CASP3","C3P2GZ"
"CASP3","C6OG3J"
"CASP3","CXI7P8"
"CASP3","D0N6BC"
"CASP3","C79OFE"
"CASP3","C3UZ6B"
"CASP3","C5DGZ4"
"CASP3","CMN74D"
"CASP3","D01YIF"
"CASP3","COTB47"
"CASP3","CJI5T3"
"CASP3","CV04JO"
"CASP3","CZIW07"
"CASP3","C3T8NF"
"CASP3","CPL76X"
"CASP3","CL4G2Y"
"CASP3","CJQ0M7"
"CASP3","C2U6GB"
"CASP3","CZL8C7"
"CASP3","C74OPE"
"CASP3","CN63JG"
"CASP3","CGOH73"
"CASP3","C8R6IY"
"CASP3","C48ZEW"
"CASP3","C5P8TU"
"CASP3","C7U1DZ"
"CASP3","CCV6T0"
"CASP3","CXEH76"
"CASP3","C0LUX4"
"CASP3","C8DN0E"
"CASP3","CD02TW"
"CASP3","C2DMG1"
"CASP3","CPE0S2"
"CASP3","CN67DR"
"CASP3","C2VW1E"
"CASP3","C14QSK"
"CASP3","CPG8Q0"
"CASP3","C70RLV"
"CASP3","CU5VW3"
"CASP3","CEQT03"
"CASP3","C8SPW6"
"CASP3","CS87UF"
"CASP3","CM76CD"
"CASP3","CU2N5V"
"CASP3","CC8S0I"
"CASP3","C5A6OJ"
"CASP3","C7LQP0"
"CASP3","C2LDY7"
"CASP3","CL29BC"
"CASP3","CQNH57"
"CASP3","CI2DL4"
"CASP3","CFP6Y2"
"CASP3","C9RLK1"
"CASP3","C8SB7X"
"CASP3","CWG6S2"
"CASP3","CGB3E4"
"CASP3","CG04WQ"
"CASP3","CJU96E"
"CASP3","CJ3DX6"
"CASP3","D09QDP"
"CASP3","C2N3LE"
"CASP3","C5O9SR"
"CASP3","C21PEL"
"CASP3","C2G0OC"
"CASP3","C9CV0K"
"CASP3","C59WMP"
"CASP3","C9CV0Y"
"CASP3","CU43VF"
"CASP3","C13BRQ"
"CASP3","C5FIE7"
"CASP3","CCH08G"
"CASP3","CYSG72"
"CASP3","CCAM51"
"CASP3","D0S2UG"
"CASP3","C8AY0X"
"CASP3","CEO19T"
"CASP3","CJ6M2B"
"CASP3","C3Z5CV"
"CASP3","C1BJ4H"
"CASP3","C9C6AE"
"CASP3","CK7WY3"
"CASP3","C9QY6A"
"CASP3","C4GWP5"
"CASP3","D0B7EB"
"CASP3","C0LTB1"
"CASP3","C8B3NZ"
"CASP3","C7TE5N"
"CASP3","C8H0EL"
"CASP3","CH9B1I"
"CASP3","CFR32D"
"CASP3","C68KUV"
"CASP3","C0HJ4M"
"CASP3","CKEX64"
"CASP3","CM7W2N"
"CASP3","CY5KJ2"
"CASP3","CI71AG"
"CASP3","C3VP4D"
"CASP3","CPZ7Q2"
"CASP3","CMEK96"
"CASP3","COW5R3"
"CASP3","D01XMM"
"CASP3","C74IMQ"
"CASP3","CRK8D6"
"CASP3","CP31HE"
"CASP3","CK89PV"
"CASP3","D09AED"
"CASP3","C0G1ZI"
"CASP3","CVH70D"
"CASP3","C0VGF8"
"CASP3","CM0NI2"
"CASP3","CS8OX7"
"CASP3","CJ75BC"
"CASP3","C87GLY"
"CASP3","CF0V7B"
"CASP3","CK81HR"
"CASP3","C0FQ1E"
"CASP3","C4CYG0"
"CASP3","CJ27CG"
"CASP3","CL79GW"
"CASP3","CLDI36"
"CASP3","C6E5OV"
"CASP3","C4GFV6"
"CASP3","CDC86G"
"CASP3","CJV73T"
"CASP3","CY90EM"
"CASP3","CJC7S1"
"CASP3","C82YPX"
"CASP3","C6YEO7"
"CASP3","C35RCL"
"CASP3","CM64OW"
"CASP3","C6S3KT"
"CASP3","C0FDU4"
"CASP3","C0ZBF1"
"CASP3","CI0DG1"
"CASP3","D0Y5IQ"
"CASP3","C3MCW6"
"CASP3","C0YZ9O"
"CASP3","C2GI4J"
"CASP3","CY38DX"
"CASP3","C75MZK"
"CASP3","C4Y5CQ"
"CASP3","C68NPR"
"CASP3","CK7A2F"
"CASP3","CS1KQ0"
"CASP3","CKZ2H0"
"CASP3","C68KOD"
"CASP3","CNV75J"
"CASP3","C45WQG"
"CASP3","CH20JE"
"CASP3","C4TIM0"
"CASP3","CE8T0H"
"CASP3","CL9AS6"
"CASP3","C30UIL"
"CASP3","C0KGV4"
"CASP3","CR4OK8"
"CASP3","CI8KS4"
"CASP3","CAY57C"
"CASP3","C3EWP6"
"CASP3","CTB54I"
"CASP3","C9X1RJ"
"CASP3","CM10IP"
"CASP3","CY39WN"
"CASP3","CAT46D"
"CASP3","CS0YK9"
"CASP3","C5S4TM"
"CASP3","CGQ1U4"
"CASP3","CJ1HI2"
"CASP3","D0B6VI"
"CASP3","C4VCM3"
"CASP3","CUZ8N4"
"CASP3","CW1R5Q"
"CASP3","CMJN04"
"CASP3","CZ5J6R"
"CASP3","C0J4OC"
"CASP3","CW9K4Q"
"CASP3","CPRZ67"
"CASP3","C4VGZ1"
"CASP3","D0Y7HC"
"CASP3","C1T9DY"
"CASP3","C70WFH"
"CASP3","CNY5D8"
"CASP3","CBJ7L2"
"CASP3","CAX05V"
"CASP3","CUD26P"
"CASP3","C17DXL"
"CASP3","C0YUM8"
"CASP3","C8SP7V"
"CASP3","CJ4F9Q"
